Variable,n,nmiss,n_pct,nmiss_pct,miss_less_42.8%,Type,dev_cat,Definition,code,var1,var2,var3,var4
NUM_ALL_UNDERGRADS_DISCHARGE_in2yr,,,,,,,,NUM_ALL_UNDERGRADS_DISCHARGE_in2yr = BBRR2_FED_UG_DISCHARGE * BBRR2_FED_UG_N,BBRR2_FED_UG_DISCHARGE,BBRR2_FED_UG_N,,,
NUM_COMPLETERS_DFLT_in2yr,,,,,,,,NUM_COMPLETERS_DFLT_in2yr = BBRR2_FED_UGCOMP_DFLT * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_DFLT,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_DLNQ_in2yr,,,,,,,,NUM_COMPLETERS_DLNQ_in2yr = BBRR2_FED_UGCOMP_DLNQ * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_DLNQ,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_FBR_in2yr,,,,,,,,NUM_COMPLETERS_FBR_in2yr = BBRR2_FED_UGCOMP_FBR * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_FBR,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_DFR_in2yr,,,,,,,,NUM_COMPLETERS_DFR_in2yr = BBRR2_FED_UGCOMP_DFR * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_DFR,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_NOPROG_in2yr,,,,,,,,NUM_COMPLETERS_NOPROG_in2yr = BBRR2_FED_UGCOMP_NOPROG * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_NOPROG,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_MAKEPROG_in2yr,,,,,,,,NUM_COMPLETERS_MAKEPROG_in2yr = BBRR2_FED_UGCOMP_MAKEPROG * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_MAKEPROG,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_PAIDINFULL_in2yr,,,,,,,,NUM_COMPLETERS_PAIDINFULL_in2yr = BBRR2_FED_UGCOMP_PAIDINFULL * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_PAIDINFULL,BBRR2_FED_UGCOMP_N,,,
NUM_COMPLETERS_DISCHARGE_in2yr,,,,,,,,NUM_COMPLETERS_DISCHARGE_in2yr = BBRR2_FED_UGCOMP_DISCHARGE * BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_DISCHARGE,BBRR2_FED_UGCOMP_N,,,
NUM_NOT_COMPLETERS_DFLT_in2yr,,,,,,,,NUM_NOT_COMPLETERS_DFLT_in2yr = BBRR2_FED_UGNOCOMP_DFLT * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_DFLT,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_DLNQ_in2yr,,,,,,,,NUM_NOT_COMPLETERS_DLNQ_in2yr = BBRR2_FED_UGNOCOMP_DLNQ * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_DLNQ,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_FBR_in2yr,,,,,,,,NUM_NOT_COMPLETERS_FBR_in2yr = BBRR2_FED_UGNOCOMP_FBR * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_FBR,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_DFR_in2yr,,,,,,,,NUM_NOT_COMPLETERS_DFR_in2yr = BBRR2_FED_UGNOCOMP_DFR * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_DFR,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_NOPROG_in2yr,,,,,,,,NUM_NOT_COMPLETERS_NOPROG_in2yr = BBRR2_FED_UGNOCOMP_NOPROG * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_NOPROG,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_MAKEPROG_in2yr,,,,,,,,NUM_NOT_COMPLETERS_MAKEPROG_in2yr = BBRR2_FED_UGNOCOMP_MAKEPROG * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_MAKEPROG,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_PAIDINFULL_in2yr,,,,,,,,NUM_NOT_COMPLETERS_PAIDINFULL_in2yr = BBRR2_FED_UGNOCOMP_PAIDINFULL * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_PAIDINFULL,BBRR2_FED_UGNOCOMP_N,,,
NUM_NOT_COMPLETERS_DISCHARGE_in2yr,,,,,,,,NUM_NOT_COMPLETERS_DISCHARGE_in2yr = BBRR2_FED_UGNOCOMP_DISCHARGE * BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_DISCHARGE,BBRR2_FED_UGNOCOMP_N,,,
NUM_STATUS_UNKN_DFLT_in2yr,,,,,,,,NUM_STATUS_UNKN_DFLT_in2yr = BBRR2_FED_UGUNK_DFLT * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_DFLT,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_DLNQ_in2yr,,,,,,,,NUM_STATUS_UNKN_DLNQ_in2yr = BBRR2_FED_UGUNK_DLNQ * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_DLNQ,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_FBR_in2yr,,,,,,,,NUM_STATUS_UNKN_FBR_in2yr = BBRR2_FED_UGUNK_FBR * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_FBR,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_DFR_in2yr,,,,,,,,NUM_STATUS_UNKN_DFR_in2yr = BBRR2_FED_UGUNK_DFR * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_DFR,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_NOPROG_in2yr,,,,,,,,NUM_STATUS_UNKN_NOPROG_in2yr = BBRR2_FED_UGUNK_NOPROG * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_NOPROG,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_MAKEPROG_in2yr,,,,,,,,NUM_STATUS_UNKN_MAKEPROG_in2yr = BBRR2_FED_UGUNK_MAKEPROG * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_MAKEPROG,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_PAIDINFULL_in2yr,,,,,,,,NUM_STATUS_UNKN_PAIDINFULL_in2yr = BBRR2_FED_UGUNK_PAIDINFULL * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_PAIDINFULL,BBRR2_FED_UGUNK_N,,,
NUM_STATUS_UNKN_DISCHARGE_in2yr,,,,,,,,NUM_STATUS_UNKN_DISCHARGE_in2yr = BBRR2_FED_UGUNK_DISCHARGE * BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_DISCHARGE,BBRR2_FED_UGUNK_N,,,
DBRR1_FED_GR_BALANCE_REMAINING,,,,,,,,DBRR1_FED_GR_BALANCE_REMAINING = DBRR1_FED_GR_DEN - DBRR1_FED_GR_NUM,DBRR1_FED_GR_DEN,DBRR1_FED_GR_NUM,,,
DBRR1_FED_GRCOMP_BALANCE_REMAINING,,,,,,,,DBRR1_FED_GRCOMP_BALANCE_REMAINING = DBRR1_FED_GRCOMP_DEN - DBRR1_FED_GRCOMP_NUM,DBRR1_FED_GRCOMP_DEN,DBRR1_FED_GRCOMP_NUM,,,
DBRR1_FED_GRNOCOMP_BALANCE_REMAINING,,,,,,,,DBRR1_FED_GRNOCOMP_BALANCE_REMAINING = DBRR1_FED_GRNOCOMP_DEN - DBRR1_FED_GRNOCOMP_NUM,DBRR1_FED_GRNOCOMP_DEN,DBRR1_FED_GRNOCOMP_NUM,,,
DBRR4_FED_GR_BALANCE_REMAINING,,,,,,,,DBRR4_FED_GR_BALANCE_REMAINING = DBRR4_FED_GR_DEN - DBRR4_FED_GR_NUM,DBRR4_FED_GR_DEN,DBRR4_FED_GR_NUM,,,
DBRR5_FED_GR_BALANCE_REMAINING,,,,,,,,DBRR5_FED_GR_BALANCE_REMAINING = DBRR5_FED_GR_DEN - DBRR5_FED_GR_NUM,DBRR5_FED_GR_DEN,DBRR5_FED_GR_NUM,,,
DBRR10_FED_GR_BALANCE_REMAINING,,,,,,,,DBRR10_FED_GR_BALANCE_REMAINING = DBRR10_FED_GR_DEN - DBRR10_FED_GR_NUM,DBRR10_FED_GR_DEN,DBRR10_FED_GR_NUM,,,
DBRR20_FED_GR_BALANCE_REMAINING,,,,,,,,DBRR20_FED_GR_BALANCE_REMAINING = DBRR20_FED_GR_DEN - DBRR20_FED_GR_NUM,DBRR20_FED_GR_DEN,DBRR20_FED_GR_NUM,,,
DBRR1_PP_UG_BALANCE_REMAINING,,,,,,,,DBRR1_PP_UG_BALANCE_REMAINING = DBRR1_PP_UG_DEN - DBRR1_PP_UG_NUM,DBRR1_PP_UG_DEN,DBRR1_PP_UG_NUM,,,
DBRR1_PP_UGCOMP_BALANCE_REMAINING,,,,,,,,DBRR1_PP_UGCOMP_BALANCE_REMAINING = DBRR1_PP_UGCOMP_DEN - DBRR1_PP_UGCOMP_NUM,DBRR1_PP_UGCOMP_DEN,DBRR1_PP_UGCOMP_NUM,,,
DBRR1_PP_UGNOCOMP_BALANCE_REMAINING,,,,,,,,DBRR1_PP_UGNOCOMP_BALANCE_REMAINING = DBRR1_PP_UGNOCOMP_DEN - DBRR1_PP_UGNOCOMP_NUM,DBRR1_PP_UGNOCOMP_DEN,DBRR1_PP_UGNOCOMP_NUM,,,
DBRR1_PP_UGUNK_BALANCE_REMAINING,,,,,,,,DBRR1_PP_UGUNK_BALANCE_REMAINING = DBRR1_PP_UGUNK_DEN - DBRR1_PP_UGUNK_NUM,DBRR1_PP_UGUNK_DEN,DBRR1_PP_UGUNK_NUM,,,
DBRR4_PP_UG_BALANCE_REMAINING,,,,,,,,DBRR4_PP_UG_BALANCE_REMAINING = DBRR4_PP_UG_DEN - DBRR4_PP_UG_NUM,DBRR4_PP_UG_DEN,DBRR4_PP_UG_NUM,,,
DBRR4_PP_UGCOMP_BALANCE_REMAINING,,,,,,,,DBRR4_PP_UGCOMP_BALANCE_REMAINING = DBRR4_PP_UGCOMP_DEN - DBRR4_PP_UGCOMP_NUM,DBRR4_PP_UGCOMP_DEN,DBRR4_PP_UGCOMP_NUM,,,
DBRR4_PP_UGNOCOMP_BALANCE_REMAINING,,,,,,,,DBRR4_PP_UGNOCOMP_BALANCE_REMAINING = DBRR4_PP_UGNOCOMP_DEN - DBRR4_PP_UGNOCOMP_NUM,DBRR4_PP_UGNOCOMP_DEN,DBRR4_PP_UGNOCOMP_NUM,,,
DBRR4_PP_UGUNK_BALANCE_REMAINING,,,,,,,,DBRR4_PP_UGUNK_BALANCE_REMAINING = DBRR4_PP_UGUNK_DEN - DBRR4_PP_UGUNK_NUM,DBRR4_PP_UGUNK_DEN,DBRR4_PP_UGUNK_NUM,,,
DBRR5_PP_UG_BALANCE_REMAINING,,,,,,,,DBRR5_PP_UG_BALANCE_REMAINING = DBRR5_PP_UG_DEN - DBRR5_PP_UG_NUM,DBRR5_PP_UG_DEN,DBRR5_PP_UG_NUM,,,
DBRR10_PP_UG_BALANCE_REMAINING,,,,,,,,DBRR10_PP_UG_BALANCE_REMAINING = DBRR10_PP_UG_DEN - DBRR10_PP_UG_NUM,DBRR10_PP_UG_DEN,DBRR10_PP_UG_NUM,,,
DBRR20_PP_UG_BALANCE_REMAINING,,,,,,,,DBRR20_PP_UG_BALANCE_REMAINING = DBRR20_PP_UG_DEN - DBRR20_PP_UG_NUM,DBRR20_PP_UG_DEN,DBRR20_PP_UG_NUM,,,
DBRR1_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_FED_GR_NUM / DBRR1_FED_GR_N,DBRR1_FED_GR_NUM,DBRR1_FED_GR_N,,,
DBRR1_FED_GRCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_FED_GRCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_FED_GRCOMP_NUM / DBRR1_FED_GRCOMP_N,DBRR1_FED_GRCOMP_NUM,DBRR1_FED_GRCOMP_N,,,
DBRR1_FED_GRNOCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_FED_GRNOCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_FED_GRNOCOMP_NUM / DBRR1_FED_GRNOCOMP_N,DBRR1_FED_GRNOCOMP_NUM,DBRR1_FED_GRNOCOMP_N,,,
DBRR4_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR4_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR4_FED_GR_NUM / DBRR4_FED_GR_N,DBRR4_FED_GR_NUM,DBRR4_FED_GR_N,,,
DBRR5_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR5_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR5_FED_GR_NUM / DBRR5_FED_GR_N,DBRR5_FED_GR_NUM,DBRR5_FED_GR_N,,,
DBRR10_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR10_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR10_FED_GR_NUM / DBRR10_FED_GR_N,DBRR10_FED_GR_NUM,DBRR10_FED_GR_N,,,
DBRR20_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR20_FED_GR_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR20_FED_GR_NUM / DBRR20_FED_GR_N,DBRR20_FED_GR_NUM,DBRR20_FED_GR_N,,,
DBRR1_PP_UG_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_PP_UG_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_PP_UG_NUM / DBRR1_PP_UG_N,DBRR1_PP_UG_NUM,DBRR1_PP_UG_N,,,
DBRR1_PP_UGCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_PP_UGCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_PP_UGCOMP_NUM / DBRR1_PP_UGCOMP_N,DBRR1_PP_UGCOMP_NUM,DBRR1_PP_UGCOMP_N,,,
DBRR1_PP_UGNOCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_PP_UGNOCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_PP_UGNOCOMP_NUM / DBRR1_PP_UGNOCOMP_N,DBRR1_PP_UGNOCOMP_NUM,DBRR1_PP_UGNOCOMP_N,,,
DBRR1_PP_UGUNK_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR1_PP_UGUNK_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR1_PP_UGUNK_NUM / DBRR1_PP_UGUNK_N,DBRR1_PP_UGUNK_NUM,DBRR1_PP_UGUNK_N,,,
DBRR4_PP_UG_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR4_PP_UG_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR4_PP_UG_NUM / DBRR4_PP_UG_N,DBRR4_PP_UG_NUM,DBRR4_PP_UG_N,,,
DBRR4_PP_UGCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR4_PP_UGCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR4_PP_UGCOMP_NUM / DBRR4_PP_UGCOMP_N,DBRR4_PP_UGCOMP_NUM,DBRR4_PP_UGCOMP_N,,,
DBRR4_PP_UGNOCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR4_PP_UGNOCOMP_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR4_PP_UGNOCOMP_NUM / DBRR4_PP_UGNOCOMP_N,DBRR4_PP_UGNOCOMP_NUM,DBRR4_PP_UGNOCOMP_N,,,
DBRR4_PP_UGUNK_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR4_PP_UGUNK_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR4_PP_UGUNK_NUM / DBRR4_PP_UGUNK_N,DBRR4_PP_UGUNK_NUM,DBRR4_PP_UGUNK_N,,,
DBRR5_PP_UG_AVG_OUTSTANDING_BALANCE_PERBORROWER,,,,,,,,DBRR5_PP_UG_AVG_OUTSTANDING_BALANCE_PERBORROWER = DBRR5_PP_UG_NUM / DBRR5_PP_UG_N,DBRR5_PP_UG_NUM,DBRR5_PP_UG_N,,,
